Student_ID,Gender,Graduation_Year,Branch,CGPA,Tenth_Percentage,Twelfth_Percentage,Backlogs,Internship,Projects,Certifications,Skills,DSA_Score,Technical_Score,Aptitude_Score,Communication_Score,Placement_Status,Company,Job_Role,Package_LPA
STU20274115,Male,2025,EEE,6.42,77.3,69.8,2,No,0,1,"Java, Python, Arduino",64.2,72.7,68.7,83.7,Not Placed,Not Placed,Not Placed,0.0
STU20274116,Female,2024,CSE,7.37,72.0,76.0,1,No,1,2,"JavaScript, Git, MongoDB, DSA, C++",83.4,76.3,71.3,74.0,Placed,TCS,Web Developer,6.37
STU20274117,Male,2027,ECE,6.49,66.6,66.1,4,No,0,3,"Java, Embedded C, C, SQL",56.7,83.0,45.7,66.7,Not Placed,Not Placed,Not Placed,0.0
STU20274118,Male,2024,Mechanical,8.08,78.0,70.8,2,No,2,1,"AutoCAD, Excel, ANSYS, C++",80.8,74.6,68.5,60.0,Not Placed,Not Placed,Not Placed,0.0
STU20274119,Male,2026,IT,8.91,80.0,73.5,0,Yes,2,0,"React, DSA, SQL, Node.js, AWS",98.0,94.2,85.7,77.6,Placed,Capgemini,Support Engineer,7.31
STU20274120,Female,2025,ECE,6.71,71.9,78.7,0,Yes,1,3,"Arduino, IoT, Git, Python",85.1,75.9,67.0,69.9,Not Placed,Not Placed,Not Placed,0.0
STU20274121,Male,2025,Civil,8.35,72.6,76.0,1,Yes,3,0,"MATLAB, AutoCAD, STAAD Pro, Excel",82.9,90.8,68.8,79.5,Placed,Afcons Infrastructure,Design Engineer,5.28
STU20274122,Female,2025,Mechanical,8.34,76.1,70.2,0,No,2,2,"C++, AutoCAD, Excel, Python, ANSYS, CATIA",84.0,95.1,77.7,82.9,Placed,Tata Motors,Mechanical Engineer,4.45
STU20274123,Female,2025,Mechanical,6.99,72.2,75.0,4,No,2,1,"AutoCAD, SQL, CATIA, MATLAB, SolidWorks, C",64.1,58.5,81.9,59.9,Not Placed,Not Placed,Not Placed,0.0
STU20274124,Male,2026,IT,6.21,69.3,72.3,5,No,1,0,"SQL, Python, JavaScript, MongoDB, Java",72.0,69.8,43.6,63.8,Not Placed,Not Placed,Not Placed,0.0
STU20274125,Female,2026,Civil,6.59,76.4,76.8,1,No,1,0,"SQL, Excel, C, Primavera, MATLAB, AutoCAD",88.8,57.2,65.0,84.4,Not Placed,Not Placed,Not Placed,0.0
STU20274126,Female,2027,CSE,7.49,92.3,71.9,1,No,3,0,"DSA, React, JavaScript, Node.js, MongoDB, SQL",95.5,62.6,70.2,85.7,Not Placed,Not Placed,Not Placed,0.0
STU20274127,Male,2025,ECE,9.06,90.0,78.9,0,No,2,3,"Python, Arduino, C, MATLAB",85.0,90.0,98.0,57.4,Placed,Wipro,QA Engineer,5.81
STU20274128,Male,2026,IT,7.8,91.1,79.0,1,No,2,0,"MongoDB, SQL, Git, JavaScript, DSA",83.2,83.1,86.9,58.9,Placed,Zoho,Software Developer,4.83
STU20274129,Male,2027,Mechanical,6.69,70.8,66.0,2,No,2,1,"Excel, CATIA, SQL, MATLAB, C, Python",64.6,61.0,48.8,58.8,Not Placed,Not Placed,Not Placed,0.0
STU20274130,Male,2025,Civil,7.63,88.8,81.8,1,Yes,3,1,"AutoCAD, SQL, Primavera",69.5,85.4,87.9,75.9,Placed,JLL,Civil Engineer,5.14
STU20274131,Male,2027,EEE,6.55,76.0,72.8,1,No,1,0,"Python, SQL, MATLAB, IoT, Java",65.9,63.5,64.2,52.3,Not Placed,Not Placed,Not Placed,0.0
STU20274132,Female,2027,ECE,8.19,85.4,69.4,0,Yes,3,0,"Arduino, Python, Git, MATLAB",86.7,84.1,51.8,73.4,Placed,Tech Mahindra,QA Engineer,6.1
STU20274133,Male,2027,IT,7.07,78.9,66.3,1,No,3,1,"MongoDB, SQL, Node.js, JavaScript, React",86.5,98.0,50.8,68.5,Placed,Wipro,QA Engineer,5.59
STU20274134,Male,2026,ECE,7.04,73.2,73.3,1,Yes,2,0,"Embedded C, Java, SQL",74.2,73.0,85.9,65.6,Placed,Infosys,Embedded Engineer,6.0
STU20274135,Male,2026,ECE,8.07,83.2,72.9,0,Yes,3,2,"C++, C, Java, Embedded C",88.1,75.5,78.2,74.1,Placed,L&T Technology Services,QA Engineer,5.81
STU20274136,Female,2026,CSE,9.49,85.1,85.9,0,No,3,4,"Python, C++, Node.js",59.3,97.8,65.2,70.1,Placed,Capgemini,Backend Developer,8.13
STU20274137,Male,2026,ECE,9.62,69.7,79.0,0,No,2,1,"Embedded C, IoT, Python, MATLAB",90.1,89.2,98.0,64.7,Placed,Infosys,Software Developer,6.2
STU20274138,Male,2027,Mechanical,6.67,73.8,75.1,2,No,2,1,"AutoCAD, SolidWorks, C++, MATLAB, ANSYS",65.9,72.9,75.9,89.2,Not Placed,Not Placed,Not Placed,0.0
STU20274139,Male,2025,EEE,7.14,82.0,68.3,3,No,1,1,"Embedded C, SQL, Arduino, Python, Java, C",58.2,77.5,65.2,64.1,Not Placed,Not Placed,Not Placed,0.0
STU20274140,Male,2027,Mechanical,7.99,79.9,76.4,0,No,1,0,"Python, C, CATIA, C++, SQL",82.9,77.6,75.8,69.5,Not Placed,Not Placed,Not Placed,0.0
STU20274141,Male,2026,IT,8.89,83.5,88.2,0,Yes,2,3,"React, Node.js, Python, MongoDB, Git, JavaScript",98.0,79.1,64.2,65.8,Placed,Deloitte,Software Developer,5.92
STU20274142,Female,2024,ECE,5.91,67.5,69.9,4,No,0,0,"Arduino, MATLAB, Embedded C, C, SQL, IoT",64.4,75.8,89.6,80.6,Not Placed,Not Placed,Not Placed,0.0
STU20274143,Male,2026,CSE,8.07,80.0,72.9,2,Yes,1,0,"React, C++, Git, MongoDB, Python",88.4,93.0,56.9,59.4,Placed,Accenture,QA Engineer,6.02
STU20274144,Male,2027,IT,7.49,76.1,69.2,0,No,1,0,"Node.js, AWS, React, Python, JavaScript, MongoDB",69.9,73.2,53.2,70.8,Not Placed,Not Placed,Not Placed,0.0
STU20274145,Male,2026,IT,6.26,72.2,71.8,1,No,1,0,"DSA, MongoDB, AWS, Node.js",93.4,74.3,67.6,58.1,Not Placed,Not Placed,Not Placed,0.0
STU20274146,Female,2027,CSE,6.86,70.4,83.4,2,No,3,0,"Python, DSA, C++, SQL, MongoDB",57.9,56.3,98.0,48.4,Placed,Tech Mahindra,QA Engineer,4.92
STU20274147,Male,2025,CSE,7.52,83.2,65.8,0,Yes,3,5,"Java, JavaScript, SQL",78.9,89.9,51.8,65.0,Placed,Capgemini,Data Analyst,7.53
STU20274148,Male,2027,EEE,7.7,79.7,75.4,3,Yes,3,0,"C++, MATLAB, IoT, Python, Java",90.0,98.0,81.4,65.4,Placed,Schneider Electric,Software Developer,6.5
STU20274149,Male,2026,IT,8.76,81.6,66.7,0,No,4,0,"Git, Java, JavaScript, AWS",88.4,95.8,75.9,75.4,Placed,Accenture,Software Developer,8.1
STU20274150,Male,2027,IT,8.2,92.9,74.3,0,Yes,0,2,"Python, DSA, MongoDB, Node.js",92.5,84.5,78.0,62.8,Placed,Deloitte,QA Engineer,6.42
STU20274151,Male,2025,CSE,8.81,83.3,80.6,0,Yes,4,2,"MongoDB, JavaScript, Python, Java",64.2,91.6,90.1,48.1,Placed,Infosys,Web Developer,7.3
STU20274152,Male,2025,ECE,7.77,85.8,64.9,1,No,2,0,"IoT, Git, SQL, Java, Arduino",77.5,76.9,62.2,45.1,Not Placed,Not Placed,Not Placed,0.0
STU20274153,Male,2027,IT,7.3,78.2,71.6,2,No,3,1,"Python, React, AWS",76.0,85.2,65.9,71.0,Placed,Wipro,Support Engineer,5.5
STU20274154,Female,2024,IT,7.74,74.9,77.9,1,No,0,0,"MongoDB, Git, Python, JavaScript",72.4,87.0,62.0,74.6,Placed,Capgemini,Software Developer,6.33
STU20274155,Male,2025,ECE,8.34,71.4,78.4,1,No,2,2,"IoT, C++, Python",62.7,81.7,91.6,71.1,Not Placed,Not Placed,Not Placed,0.0
STU20274156,Female,2027,CSE,8.88,81.9,81.3,1,No,2,1,"React, DSA, MongoDB",80.9,94.9,92.1,63.9,Placed,Deloitte,Web Developer,5.59
STU20274157,Male,2026,Civil,7.37,57.8,68.1,2,No,1,3,"SQL, C, MATLAB, STAAD Pro",70.3,74.3,54.9,72.8,Not Placed,Not Placed,Not Placed,0.0
STU20274158,Male,2027,CSE,7.21,77.9,76.5,2,Yes,4,1,"JavaScript, MongoDB, Git, Python",84.0,77.7,73.8,50.8,Placed,Cognizant,Web Developer,8.25
STU20274159,Male,2026,IT,8.19,80.7,72.9,0,No,2,2,,94.1,74.8,86.4,44.8,Placed,Cognizant,Full Stack Developer,5.51
STU20274160,Male,2027,CSE,8.41,77.5,82.7,2,No,3,2,"JavaScript, MongoDB, SQL, Node.js",85.9,90.2,53.0,51.5,Placed,TCS,Backend Developer,6.01
STU20274161,Male,2026,ECE,8.8,79.4,62.6,2,No,3,0,"IoT, Java, SQL, Git, Arduino, C",91.5,87.3,93.2,66.8,Placed,Wipro,QA Engineer,5.77
STU20274162,Female,2026,IT,7.32,67.5,72.7,1,No,1,1,"MongoDB, Node.js, Java",89.2,82.1,68.4,78.4,Not Placed,Not Placed,Not Placed,0.0
STU20274163,Male,2027,Mechanical,6.98,85.1,74.5,3,No,1,0,"Python, SolidWorks, SQL, AutoCAD, ANSYS",86.7,77.5,62.0,56.9,Not Placed,Not Placed,Not Placed,0.0
STU20274164,Male,2026,IT,8.54,77.0,87.5,1,Yes,3,2,"DSA, Git, SQL, Python, AWS",56.6,96.4,92.3,62.3,Placed,Deloitte,Support Engineer,8.02
STU20274165,Male,2024,ECE,7.4,69.7,75.6,0,No,2,1,"Embedded C, IoT, Python, Arduino, C++",86.6,98.0,84.3,76.6,Placed,Tech Mahindra,QA Engineer,4.74
STU20274166,Male,2025,CSE,7.62,80.9,76.9,0,No,2,0,"C++, Python, JavaScript, React, Java",87.6,86.4,52.7,64.0,Placed,Deloitte,Web Developer,6.23
STU20274167,Male,2026,CSE,9.07,81.5,82.1,0,Yes,5,1,"Git, JavaScript, DSA, Node.js, Python, C++",89.7,73.1,85.7,75.2,Placed,Cognizant,QA Engineer,7.75
STU20274168,Male,2026,IT,6.73,72.3,81.9,1,No,2,1,"Git, Java, Python, Node.js, DSA, AWS",68.1,74.2,75.8,70.2,Not Placed,Not Placed,Not Placed,0.0
STU20274169,Male,2026,ECE,9.5,78.5,78.0,0,No,4,3,"Arduino, Git, C++, Java, Python",79.0,97.1,49.7,54.0,Placed,Wipro,Embedded Engineer,7.43
STU20274170,Male,2027,IT,7.38,76.4,,2,No,3,0,"MongoDB, SQL, Java, AWS",56.1,63.6,76.8,90.5,Placed,Deloitte,Software Developer,5.78
STU20274171,Male,2027,Civil,8.24,88.0,66.1,1,Yes,4,3,"Revit, SQL, C, Python",96.4,98.0,67.6,62.4,Placed,L&T,Site Engineer,6.77
STU20274172,Male,2025,EEE,7.56,80.2,80.1,1,No,1,2,"C++, Arduino, Java, IoT, MATLAB, AutoCAD",84.5,98.0,84.9,91.8,Not Placed,Not Placed,Not Placed,0.0
STU20274173,Male,2026,Civil,7.73,77.1,77.4,1,No,1,1,"Revit, Python, GIS, Primavera, C",75.0,71.5,59.8,75.6,Placed,JLL,Design Engineer,6.42
STU20274174,Male,2026,IT,7.68,83.2,73.9,6,No,2,2,"MongoDB, JavaScript, Python, AWS",86.9,96.0,72.3,72.3,Placed,Zoho,Software Developer,6.34
STU20274175,Female,2025,Mechanical,8.28,78.9,73.3,1,No,1,2,"ANSYS, Excel, SQL, MATLAB, AutoCAD, CATIA",91.2,95.6,66.2,51.1,Placed,Tata Motors,Design Engineer,3.32
STU20274176,Female,2026,ECE,7.45,79.4,76.4,1,Yes,2,0,"MATLAB, Embedded C, Java, Python",55.7,81.0,61.5,77.1,Not Placed,Not Placed,Not Placed,0.0
STU20274177,Male,2026,ECE,7.26,77.2,76.1,2,No,2,1,"Java, Arduino, SQL",79.3,87.6,40.6,68.0,Not Placed,Not Placed,Not Placed,0.0
STU20274178,Male,2027,Civil,9.04,84.7,82.8,0,Yes,3,0,"GIS, Excel, MATLAB, SQL, Python",84.8,80.1,90.0,70.3,Placed,Tata Projects,Civil Engineer,6.28
STU20274179,Female,2025,ECE,7.77,74.3,68.2,1,No,3,1,"SQL, MATLAB, IoT, Git",86.5,94.9,86.2,53.4,Placed,TCS,Embedded Engineer,5.96
STU20274180,Male,2024,Mechanical,6.98,67.5,61.5,4,Yes,2,2,"AutoCAD, C, SolidWorks",77.1,92.6,68.9,83.5,Placed,Mahindra,Graduate Engineer Trainee,7.06
STU20274181,Male,2026,EEE,6.38,80.3,65.8,2,No,2,2,"Java, Arduino, AutoCAD",81.1,81.7,70.3,80.1,Placed,Siemens,Embedded Engineer,3.29
STU20274182,Male,2027,CSE,9.59,92.5,71.4,0,Yes,2,3,"Git, MongoDB, C++, Python, Node.js, SQL",69.0,98.0,68.8,52.5,Placed,Wipro,Backend Developer,8.99
STU20274183,Male,2026,EEE,7.18,68.3,64.6,1,No,1,0,"Arduino, Embedded C, Python",89.2,67.5,82.7,61.8,Not Placed,Not Placed,Not Placed,0.0
STU20274184,Female,2025,ECE,9.5,83.0,91.6,1,Yes,2,1,"SQL, IoT, Arduino",81.2,98.0,81.2,69.6,Placed,HCLTech,Network Engineer,7.37
STU20274185,Female,2027,Civil,7.84,74.5,60.3,2,Yes,3,4,"MATLAB, GIS, Primavera, Excel, STAAD Pro, Python",80.1,89.8,72.2,77.1,Not Placed,Not Placed,Not Placed,0.0
STU20274186,Female,2024,Mechanical,7.67,83.4,79.0,0,Yes,4,1,"C++, Excel, SolidWorks, ANSYS, Python, SQL",62.2,83.0,89.8,74.7,Placed,Jindal Steel,Production Engineer,5.61
STU20274187,Female,2025,CSE,8.14,80.1,83.3,1,Yes,3,3,"MongoDB, JavaScript, React",82.0,98.0,55.6,72.1,Placed,Capgemini,Web Developer,9.12
STU20274188,Male,2025,CSE,9.8,98.0,88.4,0,No,3,2,"SQL, C++, React, JavaScript, Java",91.3,92.6,54.0,74.8,Placed,Accenture,Backend Developer,9.67
STU20274189,Female,2026,CSE,6.14,71.2,73.5,3,No,1,1,"Java, React, Node.js, C++, SQL, JavaScript",67.2,65.1,70.3,91.4,Not Placed,Not Placed,Not Placed,0.0
STU20274190,Male,2027,ECE,7.93,88.6,85.7,1,No,2,2,"MATLAB, Arduino, IoT, C++, Java, Git",70.8,95.5,69.0,65.5,Placed,TCS,Network Engineer,5.0
STU20274191,Male,2024,CSE,7.77,88.9,88.5,1,Yes,4,3,"Git, Python, Java",69.2,73.8,56.3,85.4,Placed,Capgemini,Software Developer,9.09
STU20274192,Male,2027,EEE,7.47,80.4,73.1,2,No,2,1,"C++, Arduino, MATLAB, Java",85.0,87.6,72.1,90.0,Placed,L&T Technology Services,Graduate Engineer Trainee,4.87
STU20274193,Male,2026,ECE,7.88,78.0,79.4,0,Yes,3,2,"IoT, SQL, Git, Arduino",61.1,73.6,76.2,91.3,Placed,Bosch,Software Developer,5.65
STU20274194,Male,2027,Mechanical,7.32,77.0,83.7,1,No,3,0,"C, ANSYS, Python",88.8,61.0,80.7,76.9,Not Placed,Not Placed,Not Placed,0.0
STU20274195,Male,2027,CSE,8.16,78.5,71.0,3,Yes,4,1,"Python, C++, Java",98.0,93.4,58.3,80.9,Placed,Cognizant,Software Developer,8.81
STU20274196,Male,2027,ECE,7.73,85.3,74.2,1,No,2,1,"MATLAB, C++, C, Java, Arduino",98.0,84.9,65.6,74.2,Placed,TCS,Software Developer,5.12
STU20274197,Male,2024,CSE,6.88,69.1,69.2,2,No,2,0,"React, Node.js, DSA, Java",61.4,69.1,71.4,89.3,Placed,TCS,Data Analyst,6.27
STU20274198,Male,2025,Mechanical,7.87,76.5,79.5,0,No,2,3,"AutoCAD, SolidWorks, MATLAB, C++",86.4,74.8,85.9,64.4,Placed,Maruti Suzuki,Mechanical Engineer,6.89
STU20274199,Male,2027,CSE,8.61,77.5,65.0,0,Yes,4,0,"React, C++, DSA, Python, SQL",81.3,90.4,86.3,68.5,Placed,Zoho,QA Engineer,8.84
STU20274200,Male,2026,CSE,7.54,64.8,85.4,1,No,2,1,"Python, Java, MongoDB, JavaScript, React",92.4,76.0,63.8,61.1,Placed,Infosys,Web Developer,5.16
STU20274201,Male,2026,CSE,9.59,88.0,84.6,0,Yes,4,2,"Python, C++, JavaScript, Node.js",97.7,98.0,85.1,98.0,Placed,Infosys,Backend Developer,9.59
STU20274202,Female,2027,Mechanical,8.69,87.2,82.6,0,No,4,3,"MATLAB, ANSYS, Python, CATIA, SolidWorks",84.9,87.7,68.0,87.4,Placed,Bosch,Design Engineer,5.54
STU20274203,Male,2027,CSE,8.72,75.4,62.0,0,No,1,1,"SQL, JavaScript, DSA",70.2,80.8,69.5,61.8,Placed,Infosys,QA Engineer,5.84
STU20274204,Male,2026,ECE,8.46,86.4,70.6,3,Yes,1,1,"Arduino, MATLAB, Git, C",75.4,94.9,69.8,58.5,Placed,HCLTech,QA Engineer,5.8
STU20274205,Male,2027,EEE,7.68,66.1,86.2,2,Yes,3,0,"Java, SQL, Python",72.8,70.6,62.4,70.6,Not Placed,Not Placed,Not Placed,0.0
STU20274206,Female,2024,EEE,8.62,79.7,77.0,0,Yes,4,0,"IoT, Java, Embedded C, MATLAB, Python",87.8,72.5,84.0,73.8,Placed,TCS,Software Developer,6.44
STU20274207,Male,2026,CSE,9.34,80.5,68.1,0,Yes,4,2,"C++, MongoDB, React, JavaScript, SQL, Node.js",92.0,85.4,89.5,76.1,Placed,TCS,Web Developer,9.52
STU20274208,Male,2027,CSE,8.69,80.3,80.0,0,Yes,2,3,"C++, Node.js, DSA, React, MongoDB, SQL",76.8,92.9,69.6,54.5,Placed,Tech Mahindra,Software Developer,7.03
STU20274209,Male,2024,IT,7.42,77.1,79.8,3,Yes,3,1,"Git, DSA, Java, JavaScript, Node.js",71.9,98.0,71.9,64.1,Not Placed,Not Placed,Not Placed,0.0
STU20274210,Female,2025,CSE,7.97,77.4,80.2,1,Yes,4,3,"C++, Python, Git, SQL, MongoDB, Node.js",92.4,91.4,66.9,87.6,Placed,Capgemini,Backend Developer,7.38
STU20274211,Female,2027,EEE,8.14,75.6,75.9,1,Yes,2,1,"Arduino, AutoCAD, Java, C++, Python, MATLAB",89.1,75.0,60.4,80.3,Not Placed,Not Placed,Not Placed,0.0
STU20274212,Male,2026,IT,8.61,78.8,86.2,1,No,2,0,"SQL, Python, MongoDB, Node.js",73.3,75.8,60.3,60.6,Not Placed,Not Placed,Not Placed,0.0
STU20274213,Male,2024,IT,7.83,87.1,71.2,0,No,2,1,"JavaScript, AWS, Java, SQL",78.5,86.3,94.0,80.6,Placed,Zoho,Full Stack Developer,5.15
STU20274214,Male,2025,CSE,7.52,72.7,79.1,1,Yes,2,0,"Java, React, DSA, SQL",67.2,61.3,60.4,84.7,Placed,Capgemini,Web Developer,6.66
STU20274215,Male,2025,ECE,9.1,96.5,80.5,0,Yes,4,2,"Embedded C, Python, Git",98.0,74.7,84.7,98.0,Placed,L&T Technology Services,Software Developer,7.24
STU20274216,Female,2025,CSE,7.09,71.3,73.2,1,No,2,0,"Node.js, React, SQL, Python, JavaScript, MongoDB",64.2,78.4,73.4,66.4,Placed,Wipro,Web Developer,6.64
STU20274217,Female,2027,EEE,6.85,76.8,70.8,2,No,1,2,"IoT, Java, C++, MATLAB",74.8,86.6,51.9,60.9,Not Placed,Not Placed,Not Placed,0.0
STU20274218,Female,2026,CSE,6.87,,71.1,2,No,1,0,"JavaScript, React, MongoDB, Java",77.2,82.9,73.0,67.2,Placed,Wipro,Web Developer,6.61
STU20274219,Female,2026,Civil,6.7,72.7,73.3,3,No,0,2,"Revit, GIS, AutoCAD, C, Primavera",60.5,79.0,70.6,80.1,Not Placed,Not Placed,Not Placed,0.0
STU20274220,Male,2024,EEE,8.71,89.5,76.5,0,No,4,1,"AutoCAD, MATLAB, C",78.2,98.0,74.5,54.0,Placed,Wipro,Embedded Engineer,7.37
STU20274221,Female,2025,CSE,9.09,84.5,84.7,1,Yes,4,1,"Java, Node.js, JavaScript, MongoDB, DSA",87.1,89.6,70.7,73.0,Placed,Tech Mahindra,Backend Developer,7.94
STU20274222,Male,2025,CSE,7.94,76.4,72.7,0,No,2,1,"Node.js, DSA, JavaScript",69.3,78.9,71.7,69.5,Not Placed,Not Placed,Not Placed,0.0
STU20274223,Male,2027,IT,8.32,88.4,88.4,2,Yes,3,1,"JavaScript, Node.js, Git, SQL",86.4,85.6,79.4,88.9,Placed,HCLTech,Data Analyst,7.35
STU20274224,Female,2027,CSE,7.99,70.9,72.5,0,Yes,3,0,"Java, JavaScript, Python",72.3,85.4,60.8,66.6,Placed,Capgemini,Backend Developer,7.72
STU20274225,Male,2025,CSE,6.99,71.5,80.3,2,No,0,0,"React, C++, SQL, Python, Java, Git",71.7,98.0,86.6,67.2,Not Placed,Not Placed,Not Placed,0.0
STU20274226,Female,2027,Mechanical,9.44,85.5,87.2,0,No,2,1,"AutoCAD, C++, MATLAB, CATIA, ANSYS",62.4,88.2,86.7,75.3,Placed,Mahindra,Production Engineer,5.72
STU20274227,Female,2024,ECE,8.92,85.9,80.2,1,No,3,4,"Embedded C, C++, Arduino",77.4,96.9,44.4,61.6,Placed,L&T Technology Services,Embedded Engineer,6.51
STU20274228,Female,2025,CSE,8.3,81.0,77.9,0,Yes,3,3,"React, JavaScript, Git, DSA, Python",79.0,98.0,70.3,63.4,Placed,Tech Mahindra,Web Developer,7.3
STU20274229,Female,2027,ECE,7.02,74.7,68.9,3,No,2,0,"C++, Embedded C, SQL, Python, C, Java",87.1,81.6,95.8,91.5,Placed,Tech Mahindra,QA Engineer,5.12
STU20274230,Male,2025,CSE,7.81,75.8,72.5,1,No,4,2,"React, C++, Python, Node.js",61.9,70.3,75.9,75.7,Placed,Tech Mahindra,QA Engineer,7.52
STU20274231,Male,2027,Civil,6.91,83.2,75.2,1,No,1,3,"Excel, Python, MATLAB, GIS, Primavera, STAAD Pro",84.2,97.2,58.2,83.6,Not Placed,Not Placed,Not Placed,0.0
STU20274232,Female,2024,CSE,8.08,79.9,76.5,1,No,2,0,"DSA, MongoDB, SQL",88.3,84.6,80.6,77.7,Placed,Capgemini,Software Developer,6.16
STU20274233,Male,2027,EEE,7.91,71.7,84.6,0,No,2,2,"Python, SQL, Arduino, C++, Java",58.1,56.2,44.1,67.6,Placed,TCS,Embedded Engineer,4.33
STU20274234,Female,2024,EEE,7.36,69.9,71.7,2,No,1,1,"IoT, MATLAB, AutoCAD, Arduino",80.8,74.2,72.9,61.7,Not Placed,Not Placed,Not Placed,0.0
STU20274235,Male,2024,CSE,6.76,85.5,70.5,1,No,2,1,"React, JavaScript, DSA, SQL, Node.js, Python",62.6,69.6,60.5,62.2,Not Placed,Not Placed,Not Placed,0.0
STU20274236,Male,2025,CSE,9.8,77.5,69.8,0,No,3,2,"C++, React, SQL, Python, Git",98.0,90.8,79.8,60.2,Placed,Tech Mahindra,Data Analyst,6.98
STU20274237,Male,2027,IT,8.1,80.2,81.4,2,No,3,0,"Java, DSA, Node.js",90.6,82.6,55.1,60.2,Not Placed,Not Placed,Not Placed,0.0
STU20274238,Female,2026,Mechanical,7.94,87.3,80.3,1,No,2,4,"MATLAB, CATIA, Excel",89.2,95.9,66.2,59.6,Not Placed,Not Placed,Not Placed,0.0
STU20274239,Female,2026,ECE,7.39,80.3,81.8,1,Yes,2,1,"C, Git, Embedded C, MATLAB, C++, Python",70.1,92.6,35.6,82.4,Placed,Tech Mahindra,Embedded Engineer,5.66
STU20274240,Female,2024,ECE,6.42,68.7,79.6,1,No,2,0,"MATLAB, Java, C++, Arduino, C",80.3,86.1,57.6,57.5,Placed,L&T Technology Services,Embedded Engineer,5.61
STU20274241,Male,2024,Mechanical,7.48,69.6,80.7,0,Yes,3,1,"C, MATLAB, CATIA, SolidWorks",98.0,97.9,71.5,89.7,Placed,Maruti Suzuki,Design Engineer,4.15
STU20274242,Male,2024,Mechanical,7.28,89.3,80.5,4,Yes,4,1,"ANSYS, AutoCAD, SQL, Python, MATLAB, C",77.9,80.4,83.6,82.0,Not Placed,Not Placed,Not Placed,0.0
STU20274243,Male,2027,IT,8.5,72.0,82.2,0,Yes,4,3,"MongoDB, Java, Python, JavaScript, DSA, SQL",85.5,71.6,98.0,81.1,Placed,TCS,Data Analyst,7.01
STU20274244,Male,2025,ECE,8.52,75.4,83.4,0,Yes,3,1,"Embedded C, Arduino, MATLAB",93.6,62.1,63.4,75.9,Placed,HCLTech,Embedded Engineer,6.99
STU20274245,Male,2025,EEE,8.3,81.4,64.5,1,Yes,2,1,"C++, Java, MATLAB, Arduino",47.3,92.2,79.8,78.0,Placed,TCS,Software Developer,7.31
STU20274246,Male,2026,CSE,8.84,78.6,71.2,0,Yes,4,3,"Java, React, Python, SQL, Node.js, JavaScript",77.4,93.6,71.0,67.9,Placed,Wipro,Data Analyst,8.37
STU20274247,Male,2026,Mechanical,9.08,84.7,70.7,0,No,4,0,"ANSYS, CATIA, MATLAB, SolidWorks, C++, Excel",98.0,98.0,72.4,58.9,Placed,Maruti Suzuki,Design Engineer,4.82
STU20274248,Male,2025,CSE,8.33,68.6,86.4,0,No,3,2,"React, Git, DSA, Node.js",86.0,92.8,74.5,63.7,Placed,Tech Mahindra,Backend Developer,7.19
STU20274249,Male,2024,CSE,8.93,78.9,73.6,0,No,2,2,"C++, DSA, Git, MongoDB",82.1,72.1,73.7,53.3,Placed,Capgemini,Data Analyst,7.17
STU20274250,Female,2025,Mechanical,7.97,82.7,72.2,2,No,3,3,"ANSYS, AutoCAD, CATIA",71.1,82.3,96.2,74.5,Not Placed,Not Placed,Not Placed,0.0
STU20274251,Male,2026,IT,6.28,78.5,72.0,0,No,2,1,"Git, React, Java, MongoDB, SQL",71.7,78.7,61.2,57.0,Not Placed,Not Placed,Not Placed,0.0
STU20274252,Male,2025,CSE,7.87,73.7,67.5,2,Yes,4,0,"Node.js, Python, React, Git, C++",78.0,72.2,56.6,80.8,Placed,Accenture,Data Analyst,5.73
STU20274253,Female,2026,CSE,7.26,69.0,77.3,2,Yes,3,2,"Git, DSA, MongoDB, C++, Python, Java",57.8,97.9,71.4,81.2,Placed,Infosys,Data Analyst,8.11
STU20274254,Female,2024,ECE,7.95,79.4,61.6,1,No,2,0,"SQL, IoT, C, Python, MATLAB",95.4,76.3,57.8,72.1,Not Placed,Not Placed,Not Placed,0.0
STU20274255,Female,2027,Mechanical,6.88,66.0,65.3,1,No,1,0,"CATIA, SolidWorks, Excel, C++, AutoCAD",63.6,70.7,62.7,62.9,Not Placed,Not Placed,Not Placed,0.0
STU20274256,Male,2027,CSE,8.51,88.3,79.4,0,No,3,1,"JavaScript, Java, SQL, Git, C++, MongoDB",81.8,71.0,87.8,58.9,Placed,Tech Mahindra,Software Developer,5.45
STU20274257,Male,2024,CSE,8.83,81.2,70.1,0,No,1,2,"SQL, Git, DSA, React, JavaScript, MongoDB",60.3,98.0,72.1,60.3,Placed,Infosys,Software Developer,7.56
STU20274258,Female,2025,IT,8.92,75.4,88.2,0,Yes,3,3,"DSA, Git, SQL, React, JavaScript, Node.js",80.7,91.1,82.4,61.9,Placed,Cognizant,Full Stack Developer,7.04
STU20274259,Male,2025,Civil,8.88,72.8,79.3,0,No,2,1,"STAAD Pro, Revit, Primavera, MATLAB",96.5,90.3,72.8,68.9,Not Placed,Not Placed,Not Placed,0.0
STU20274260,Male,2027,CSE,6.58,70.0,80.7,3,No,1,0,"Python, MongoDB, DSA, JavaScript",81.6,64.7,69.7,67.7,Not Placed,Not Placed,Not Placed,0.0
